name,ageable,alcohol_%,avg_rating_%,color,description,drink_now,keep_2_3_years,n_votes,price,tags,url,year
Riesling Spatlese 2013,False,8.5,,Λευκός,"Κάποια από τα Riesling του Rheingau της Γερμανίας, συγκαταλέγονται ανάμεσα στα καλύτερα λευκά κρασιά του πλανήτη και όταν πρόκειται για κρασιά από το Weingut Robert Weil, ένα από τα πιο σημαντικά οινοποιεία της περιοχής, που διαθέτεις 90 εκτάρια αμπελώνων, όλα φυτεμένα με Riesling, τότε σίγουρα μιλάμε για σπουδαία κρασιά! Πολλοί στο άκουσμα της λέξεις ‘ημίγλυκο’, κρατάνε αρνητική στάση! Όταν όμως έχουμε ένα Riesling Spatlese, που σημαίνει ότι τα σταφύλια έχουν τρυγηθεί όψιμα, τα δεδομένα ανατρέπονται! Έντονα αρωματικό αλλά εντυπωσιακά κομψό με το χαμηλό αλκοόλ, την μέτρια γλυκύτητα και την τραγανή οξύτητα να δημιουργούν ένα ιντριγκαδόρικο σύνολο που θα λυγίσει όλους τους εχθρούς της γλυκύτητας.",False,True,,33.7,"['Riesling', 'Ήπιος', 'Ημίγλυκος']",http://www.houseofwine.gr/how/riesling-spatlese-4828.html,2013.0
Spy Valley - Sauvignon Blanc 2016,False,13.5,,Λευκός,"Τυπικό Νέο-Ζηλανδέζικο Sauvignon Blanc από έναν πολύ καλό οίκο της χώρας. Όμορφα πράσινα φυτικά αρώματα σε μύτη και στόμα, ευχάριστη οξύτητα και πολύ καλή διάρκεια συνθέτουν μία εξαιρετική επιλογή για όσους αγαπούν τη Νέο-Ζηλανδέζικη ""σχολή"" στο Sauvignon Blanc. Το βιδωτό του πώμα θα διαφυλάξει τη φρεσκάδα του μέχρι να το ανοίξετε, αλλά και θα σας επιτρέψει να το συντηρήσετε (και) σε όρθια θέση.",True,False,,18.3,"['Ήπιος', 'Sauvignon Blanc', 'Ξηρός']",http://www.houseofwine.gr/how/spy-valley-sauvignon-blanc-2293.html,2016.0
Cava Χρυσοχόου 2008,True,13.0,,Ερυθρός,"Η κορωνίδα του Κτήματος Χρυσοχόου και ταυτόχρονα ένα μοντέρνο κρασί, από τα σπουδαία αμπελοτόπια της Νάουσας! Ένα από τα πιο ενδιαφέροντα χαρμάνια του Ξινόμαυρου με σχεδόν μία δεκαετία στην πλάτη του. Το Merlot τιθασεύει το αυστηρό Ξινόμαυρο χαρίζοντας του χρωματική ένταση και ακόμα πιο πολύπλοκο χαρακτήρα. Από εκεί αναλαμβάνουν ο χρόνος και το βαρέλι να μαλακώσουν και να μεστώσουν το χαρμάνι, οδηγώντας σε ένα εξαιρετικά σύνθετο σύνολο.",False,False,,25.0,"['Ήπιος', 'Ξηρός', 'Ξινόμαυρο', 'Merlot']",http://www.houseofwine.gr/how/cava-hrysohoou.html,2008.0
Κτήμα Γεροβασιλείου - Λευκός 2016,False,12.5,90,Λευκός,"Ένα από τα δημοφιλέστερα λευκά κρασιά στην Ελληνική αγορά. Προκύπτει από το πάντρεμα δύο εξαιρετικών Ελληνικών ποικιλιών, την Μαλαγουζιά, που διακρίνεται για την φινετσάτη αρωματικότητά της, και το Ασύρτικο, που χαρακτηρίζεται από μεταλλικότητα και εκρηκτική οξύτητα. Το αποτέλεσμα: δροσιστικό, κομψό, απολαυστικό.",True,False,27,12.1,"['Ήπιος', 'Ξηρός', 'Ασύρτικο', 'Μαλαγουζιά']",http://www.houseofwine.gr/how/ktima-gerovasileiou-leyko.html,2016.0
Landskroon - Pinotage 2013,False,13.5,,Ερυθρός,"Εισαγωγή στα κρασιά από τη γηγενή ποικιλία της Ν. Αφρικής, το Pinotage. Εύκολο, καθημερινό κρασί για το τραπέζι, με ευχάριστη αρωματικότητα και ευγενείς τανίνες.",False,True,,13.1,"['Ήπιος', 'Ξηρός', 'Pinotage']",http://www.houseofwine.gr/how/landskroon-pinotage.html,2013.0
Karipidis - Sangiovese 2010,True,14.0,81,Ερυθρός,Πικάντικο και ζωντανό ερυθρό κρασί με στρογγυλές τανίνες και σωστή αίσθηση στο στόμα. Διακριτική αλλά πολύτιμη η παρουσία της δρυός του βαρελιού. Οι φανς της δημοφιλούς Τοσκανέζικης ποικιλίας αξίζει να εμβαθύνουν στην ετικέτα αυτή.,False,False,17,16.2,"['Ήπιος', 'Sangiovese', 'Ξηρός']",http://www.houseofwine.gr/how/sangiovese.html,2010.0
Κτήμα Βογιατζή - Ξινόμαυρο 2013,True,13.0,81,Ερυθρός,"Τυπικότητα, ακρίβεια και κομψότητα σε ένα Ξινόμαυρο  από τον απομονωμένο κλώνο του Βελβεντού, το οποίο επιθυμεί διακαώς για τη λίστα του ο head sommelier του περίφημου εστιατορίου Fat Duck. Σύνθετο και πολυεπίπεδο ταυτόχρονα, χωρίς ίχνος υπερβολής ή εύκολου εντυπωσιασμού. Ένα κρασί για φανατικούς λάτρεις του μοναδικού χαρακτήρα του Ξινόμαυρου.",False,False,14,13.1,"['Ήπιος', 'Ξηρός', 'Ξινόμαυρο']",http://www.houseofwine.gr/how/ktima-vogiatzi-xinomayro.html,2013.0
Ψίθυρος Ερυθρός 2010,True,5.0,,Ερυθρός,"Πολύ ενδιαφέρον χαρμάνι από τις κρητικές ποικιλίες Κοτσιφάλι, Λιάτικο μαζί με το διεθνές Merlot και το οινοποιείο της Silva Δασκαλάκη. Ώριμα αρώματα κερασιού και βύσσινου στη μύτη σε σχεδόν μορφή μαρμελάδας οδηγούν σε ένα πλούσιο στόμα με μαλακές αν και άφθονες τανίνες. Χωρίς να έχει την ένταση του Ένστικτου, ο Ψίθυρος χαρίζει απόλαυση σε εξαιρετική σχέση ποιότητας-τιμής.",False,False,,10.8,"['Cabernet Sauvignon', 'Ήπιος', '13', 'Ξηρός', 'Merlot', 'Λιάτικο']",http://www.houseofwine.gr/how/psithyros-erythros.html,2010.0
CaraMELO - Λευκός 2010,False,10.0,,Λευκός,Ένα κρασί για νέους αλλά και για όσους αισθάνονται νέοι...,False,False,,8.7,"['Ήπιος', 'Γλυκός']",http://www.houseofwine.gr/how/caramelo-leykos-1885.html,2010.0
Σιγάλας - Αηδάνι 2017,False,13.0,81,Λευκός,"Περπατώντας σε απάτητα, σχεδόν ανεξερεύνητα μονοπάτια, αφού σπανίως το Αηδάνι συναντάται ως μονοποικιλιακό κρασί, δημιουργείται η αίσθηση ότι κάθε γωνιά του Ελληνικού αμπελώνα προσφέρει ευκαιρίες για φοβερές οινικές ανακαλύψεις. Διαθέτοντας μέρος από την ορυκτότητα του Ασύρτικου, φυτικές νύξεις, και γενναιόδωρες δόσεις φρούτου, μας κάνει να αναρωτιόμαστε τι άλλες εκπλήξεις μπορεί να κρύβει το μαγικό terroir της Σαντορίνης.",False,True,14,24.4,"['Ήπιος', 'Αηδάνι', 'Ξηρός']",http://www.houseofwine.gr/how/sigalas-aidani.html,2017.0
Ριζίτης Λευκός 2016,False,13.0,,Λευκός,"Το κρασί που ‘ορίζει’ της έννοια της καλής σχέσης τιμής ποιότητας. Η ταπεινή Βηλάνα, μας δίνει ένα ‘ετοιμοπόλεμο’ κρασί όπως και το όνομα του, που μας παραπέμπει στους Κρητικούς πολεμιστές. Πολύ όμορφη έκφραση της ποικιλίας, που έρχεται από τα  Χανιά, μία ανερχόμενη αμπελουργική περιοχή της Κρήτης και τον Ανδρέα Ντουράκη που γνωρίζει τις Κρητικές ποικιλίες όσο λίγοι!",True,False,,4.9,"['Βηλάνα', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/rizitis-leykos.html,2016.0
Côte Rôtie  2012,True,13.5,,Ερυθρός,"Μεγαλοπρεπές ερυθρό από τα απότομα αμπελοτόπια στις ""ψημένες"" πλαγιές πάνω από το Ροδανό. Το πικάντικο Syrah κυριαρχεί, χαρίζοντας δύναμη, πάθος και τανίνες, ενώ η ελάχιστη ποσότητα Viognier στο χαρμάνι σταθεροποιεί το χρώμα, σμιλεύει την αρωματικότητα και αυξάνει την οξύτητα. Το αποτέλεσμα είναι απλά μαγικό.*Διατίθεται σε ξύλινη συσκευασία 12 φιαλών",False,False,,64.1,"['Ήπιος', 'Ξηρός', 'Viognier', 'Syrah']",http://www.houseofwine.gr/how/cote-rotie.html,2012.0
Chateau Langlois Pοuilly-Fume 2015,False,13.0,,Λευκός,"Ένα πολύ ποιοτικό και ιδιαίτερο λευκό κρασί από την κοιλάδα του Λίγηρα. Η φρεσκάδα και η οξύτητά του συναρπάζουν, ενώ το μοναδικό terroir του Pοuilly Fume του χαρίζει μία όμορφα τυπική μεταλλικότητα που περιμένουμε από ένα τέτοιο κρασί.",True,False,,21.9,"['Ήπιος', 'Sauvignon Blanc', 'Ξηρός']",http://www.houseofwine.gr/how/chateau-langlois-pouilly-fume.html,2015.0
Château d' Yquem 2002,True,14.0,,Λευκός,"Το κορυφαίο των κορυφαίων γλυκών κρασιών, και ένα από τα κορυφαία chateaux στην Γαλλία και τον κόσμο. Ένα μεγαλειώδες γλυκό κρασί με ευγενή αρώματα μελιού, κερήθρας και φίνων εξωτικών μπαχαρικών, σε συνδυασμό με τέλεια οξύτητα που θα σας καταπλήξει.",False,False,,369.5,"['Ήπιος', 'Sauvignon Blanc', 'Semillon', 'Γλυκός']",http://www.houseofwine.gr/how/chateau-d-yquem.html,2002.0
Cyril Henschke - Cabernet Sauvignon 2008,True,14.0,,Ερυθρός,"Ένα πολύ καλοφτιαγμένο Αυστραλέζικο ερυθρό, από ένα από τα κορυφαία οινοποιεία της χώρας. Βαθύ και αυστηρό στο μάτι, πικάντικο στη μύτη και πληθωρικό στο στόμα, το Cyril Henschke Cabernet Sauvignon 2004 είναι ένα κρασί που εκφράζει τέλεια την Αυστραλέζικη προσέγγιση στο καλό Cabernet Sauvignon.",False,False,,123.6,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/cyril-henschke-cabernet-sauvignon.html,2008.0
Dom Ruinart Blanc de Blanc 2004,True,,,Λευκός,"Η Prestige Cuvee Champagne της Ruinart, του παλαιότερου οίκου της Καμπανίας, είναι αναμφισβήτητα ένα από τα καλύτερα κρασιά της περιοχής. Άκρως γοητευτική Σαμπάνια από μια πολύ καλή χρονιά που μπορεί να ωριμάσει για τουλάχιστον μία δεκαετία στην φιάλη, αναπτύσσοντας ακόμα πιο πολύπλοκο και μελένιο χαρακτήρα.",False,False,,199.5,"['Chardonnay', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/dom-ruinart-blanc.html,2004.0
Château Lafite Rothschild 2005,True,12.5,,Ερυθρός,"Ένα μεγάλο Μπορντωλέζικο ερυθρό κρασί, από ένα από τα κορυφαία (των κορυφαίων) chateaux. Πλούσιο, έντονο, βαθύ και γεμάτο, χωρίς παραφωνίες και με μεγάλες δυνατότητες, εντυπωσιάζει προδίδοντας αβίαστα την μεγαλοπρεπή καταγωγή του.",False,False,,3100.0,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/chateau-lafite-rothschild.html,2005.0
Champagne Pierre Gimonnet & Fils Rose de Blancs,True,,88,Ροζέ,"Με 90% από Chardonnay και μια μικρή προσθήκη 10% Pinot Noir από τα καλύτερα χωριά της Καμπανίας, η Rose de Blancs είναι μια απολαυστική ροζέ σαμπάνια για την οποία δε χρειάζεται κάποιος να ξοδέψει μια περιουσία. Σταθερές, επίμονες, μικροσκοπικές φυσαλίδες, αρωματική ένταση και κρεμώδης υφή στο στόμα συντελούν σε ένα ακαταμάχητο χαρακτήρα.",False,False,6,45.3,"['Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/champagne-pierre-gimonnet-fils-rose-de-blancs.html,
Corton Charlemagne 2013,True,13.5,,Λευκός,"Μεγάλη λευκή Βουργουνδία από ένα από τα κορυφαία Grand Cru αμπελοτόπια της περίφημης ζώνης του Côte de Beaune. Παρουσιάζει το περίτεχνο αρωματικό προφίλ που περιμένει κανείς από ένα τέτοιο κρασί: εξελιγμένα αρώματα που παραπέμπουν σε μέλι, φρέσκους ξηρούς καρπούς και βανίλια, και οξύτητα που απογειώνει την σπιρτάδα του.",False,False,,189.0,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/corton-charlemagne-grand-cru.html,2013.0
Moet & Chandon Rose Imperial Jeroboam (3lt),False,,,Ροζέ,"Μία σοβαρή και συγκροτημένη ροζέ Σαμπάνια που δεν περνάει απαρατήρητη. Το χαρμάνι της δίνει έμφαση στο Pinot Noir, το οποίο με τη σειρά του χαρίζει αρώματα άγριων φρούτων, στυλ και χαρακτήρα. Η συγκεκριμένη ετικέτα διατίθεται επίσης σε φιάλες 0.75lt και Magnum (1.5 λίτρου).",True,False,,445.4,"['Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/moet-and-chandon-rose-imperial-jeroboam.html,
Τετράμυθος Μαύρο Καλαβρυτινό  2016,False,,,Ερυθρός,"Αν ψάχνετε ένα ελαφρύ, ευκολόπιοτο και φρουτώδες ερυθρό κρασί που να πίνεται ευχάριστα όλες τις εποχές του χρόνου, τότε αυτό είναι η ιδανική επιλογή. Το Μαύρο Καλαβρυτινό είναι μία σπάνια ερυθρή ποικιλία, που όπως δηλώνει και το όνομα του προέρχεται από τα Καλάβρυτα. Εδώ το μοναδικό μονοποικιλιακό κρασί από αυτή την ποικιλία.",False,True,,11.1,"['Μαύρο Καλαβρυτινό', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/tetramythos-mavro-kalavrytino.html,2016.0
Chateau Julia - Merlot Magnum 2013,True,15.0,,Ερυθρός,"Από τα κορυφαία Ελληνικά Merlot. Έχει προφίλ κρασιού παλαίωσης και κερδίζει ακόμα και τον πιο απαιτητικό λάτρη του καλού ερυθρού κρασιού. Πλούσια αρώματα, δυνατή τανική δομή και μεγάλη διάρκεια στο στόμα είναι λίγα από τα χαρακτηριστικά του. Το… τσιμπημένο αλκοόλ μη σας φοβίζει - θα το βοηθήσει να εξελιχθεί όμορφα όσο παλαιώνει στην κάβα σας…",False,False,,45.7,"['Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/chateau-julia-merlot-magnum.html,2013.0
Χείλια Σταφύλια ,False,,,Ερυθρός,"Ο Δημήτρης Καραδήμος, εξελίσσεται σε έναν από τους καλύτερους boutique παραγωγούς της χώρας. Ουσιαστικός, αθόρυβος και με χαμηλό προφίλ, αφήνει τα κρασιά του να μιλάνε γι’ αυτόν! Και η αλήθεια είναι ότι τα λένε καλά! Ακόμα και το πιο ‘καθημερινό’ του κρασί είναι πολύ όμορφα φτιαγμένο και σίγουρα ελκυστικό, έχοντας καταφέρει να τιθασεύσει δύο ‘δυναμικές’ ποικιλίες, το Cabernet Sauvignon και το Syrah και να τις έχει ‘παντρέψει’ με αριστοτεχνικό τρόπο.",False,True,,8.6,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/heilia-stafylia.html,
Κτήμα ΑΛΦΑ - Tannat Magnum 2011,True,14.5,,Ερυθρός,"Ένα πλούσιο, γεμάτο ερυθρό κρασί που ενδείκνυται εξίσου είτε για παλαίωση, είτε για άμεση απόλαυση από τους φανατικούς φίλους του είδους. Τανικό, πληθωρικό και με μεγάλη διάρκεια στο στόμα, θα ανταμείψει με το παραπάνω όποιον το ανοίξει και το σερβίρει δίπλα στα πιο νόστιμα κρεατο-κεντρικά πιάτα πιάτα της φαντασίας του!...",False,False,,38.9,"['Ήπιος', 'Ξηρός', 'Ξινόμαυρο', 'Tannat']",http://www.houseofwine.gr/how/ktima-alfa-tannat-magnum.html,2011.0
Μάρων Ερυθρός 2009,True,,81,Ερυθρός,"Το Sangiovese, ο βασιλιάς της Τοσκάνης, βρίσκει εξαιρετικό πεδίο δράσης στη περιοχή της Μαρώνειας δίνοντας το Μάρων, ένα εξαιρετικό κρασί από 100% Sangiovese με χαρακτήρες κόκκινων άγριων φρούτων, στιβαρή δομή και διακριτικό, τέλεια ενσωματωμένο βαρέλι στα αρώματα του κρασιού. Ένα κρασί το οποίο μπορείτε να απολαύσετε άμεσα ή να παλαιώσετε για πολλά χρόνια στη κάβα σας.",False,False,10,13.4,"['Ήπιος', 'Sangiovese', 'Ξηρός']",http://www.houseofwine.gr/how/maron-erythros.html,2009.0
Chateau du Courlat - Cuvee Jean Baptiste 2012,True,13.5,,Ερυθρός,"Το Courlat είναι πολύ γνωστό για την ποιότητά του - θεωρείται ένα από τα δέκα καλύτερα ""δορυφορικά"" Chateau. Το Cuvee Jean Baptiste είναι 100% Merlot σε 100% καινούργιο βαρέλι και βάζει κάτω κρασιά του St. Emilion στην διπλή τιμή!!!",False,False,,19.4,"['Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/chateau-du-courlat-cuvee-jean-baptiste.html,2012.0
Winea - Moscato D’Asti  2015,False,5.5,91,Λευκός,"Απαλό λεμονί χρώμα με χρυσαφένιες ανταύγειες, κομψά κι επίμονα αρώματα φρούτων, λευκών ανθέων, φασκόμηλου και το χαρακτηριστικό για τη ποικιλία ""μοσχατίζον"" άρωμα. Ισορροπημένη γεύση, όμορφα γλυκό και όξινο ταυτόχρονα.",False,False,9,10.1,"['Moscato', 'Αφρώδης', 'Γλυκός']",http://www.houseofwine.gr/how/winea-moscato-d-asti.html,2015.0
Μπουτάρης - Grande Reserve Naoussa  1999,True,13.0,,Ερυθρός,"Πρότυπη ετικέτα παλαιωμένου ερυθρού της Νάουσας, που εκφράζει χαρακτηριστικά την τυπικότητα της ποικιλίας και της περιοχής. Είναι πληθωρικό και γεμάτο, με πλούσια τα τυπικά ποικιλιακά αρώματα και σωστή αρμονία τανινών και οξύτητας. Η Grande Reserve Νάουσα της εταιρείας Μπουτάρη είναι ορόσημο των δυνατοτήτων του Ξινόμαυρου της Νάουσας.",False,False,,54.4,"['Ήπιος', 'Ξηρός', 'Ξινόμαυρο']",http://www.houseofwine.gr/how/boutaris-grande-reserve-naoussa.html,1999.0
Crivella Moscato d'Asti 2015,False,5.0,,Λευκός,Ένα απο τα 3 πιο premium Moscato d'Asti της Ιταλίας το Crivella προέρχεται απο αμπελώνες 100+ ετών και αποτελεί μια κατηγορία απο μόνο του.,True,False,,28.7,"['Moscato', 'Αφρώδης', 'Γλυκός']",http://www.houseofwine.gr/how/crivella-moscato-d-asti.html,2015.0
50&50  2012,True,,95,Ερυθρός,"'Ενα πραγματικά σπάνιο δείγμα των Super Tuscans, πυκνό, με έντονα, πιπεράτα αρώματα κερασιών και δαμάσκηνων, όπου το Merlot εμφανίζεται με συγκλονιστική δύναμη και πλούτο, συνδυασμένο άψογα με την κομψότητα και την ευγένεια του Sangiovese. Πλούσιες, ώριμες και εντυπωσιακές τανίνες, υποστηριζόμενες από αξιοσημείωτη οξύτητα, μαζί με τα αρώματα ξύλου των δρύινων βαρελιών της ωρίμανσης, δίνουν ένα σπάνιο κρασί, για να συνοδεύσει σπάνια κρέατα και εξαιρετικά πιάτα.",False,False,6,181.7,"['Ήπιος', 'Sangiovese', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/50-and-50-1609.html,2012.0
Κτήμα ΑΛΦΑ - Pinot Noir 2015,True,14.5,84,Ερυθρός,"Αν το Pinot Noir γεννήθηκε και μεγάλωσε στις κρύες, βόρειες παρυφές του Γαλλικού αμπελώνα (Βουργουνδία, Αλσατία), τότε δεν είναι περίεργο το γεγονός ότι στο Αμύνταιο έχει εγκλιματισθεί τόσο καλά. Το Pinot Noir του Κτήματος Άλφα είναι ένα μοντέρνο, κομψό κρασί με όμορφα αρώματα και τονισμένη οξύτητα. Οι φίλοι της φημισμένης Βουργουνδέζικης ποικιλίας, αλλά και του καλού κόκκινου κρασιού, δεν πρέπει να παραλείψουν να το δοκιμάσουν.",False,False,35,16.7,"['Pinot Noir', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/ktima-alfa-pinot-noir.html,2015.0
Αυλοτόπι Magnum 2012,True,14.0,,Ερυθρός,"Μεγάλο Ελληνικό ερυθρό κρασί με χαρακτηριστική πολυπλοκότητα, στιβαρή δομή και γεμάτο σώμα. Οι φίλοι του Cabernet Sauvignon θα ενθουσιαστούν (όσοι δεν το έχουν δοκιμάσει ήδη).",False,False,,43.8,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/aylotopi-magnum.html,2012.0
Αβέρωφ - Ροζέ 2016,False,13.0,88,Ροζέ,"Ευχάριστο και δροσερό ροζέ με χαρακτηριστικά όμορφο χρώμα, φρέσκα φρουτένια αρώματα και μία απρόσμενη αλλά διακριτική γλύκα στο τέλος. Ναι, το Αβέρωφ Ροζέ είναι ημίξηρο, δηλαδή είναι λιγάκι πιο γλυκό από τα ξηρά ροζέ του εμπορίου, κι αυτό του δίνει τη δυνατότητα να γίνει ένα εξαιρετικό απεριτίφ για όλες τις ώρες, αλλά και να συνοδεύσει τέλεια τα πιο εκλεκτά τυριά που θα βρείτε στο εμπόριο.",True,False,10,7.5,"['Ήπιος', 'Ξινόμαυρο', 'Ημίξηρος']",http://www.houseofwine.gr/how/roze-averof.html,2016.0
Capannelle - Chardonnay 2013,False,13.0,,Λευκός,"Μεγάλο βαρελάτο Chardonnay, από ένα από τα πιο ποιοτικά boutique οινοποιεία της Τοσκάνης. Κάθε γουλιά είναι μία συνεχής μάχη ανάμεσα στα φρέσκα αρώματα του φρούτου και τις καπνιστές νότες του δρύινου βαρελιού που φιλοξενεί το κρασί για 10 μήνες. Νικητής - εφόσον το γευστικό ταίριασμα στο τραπέζι είναι σωστό - είναι εκείνος που το απολαμβάνει!",False,True,,86.6,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/chardonnay-toscana.html,2013.0
Κτήμα Κατσαρού - Chardonnay 2016,False,13.5,87,Λευκός,"Υποδειγματικό Ελληνικό βαρελάτο λευκό, από έναν από τους σημαντικότερους Έλληνες οινοποιούς. Πλούσιο, παχύ και πολύπλοκο, εντυπωσιάζει στη μύτη και κερδίζει στο στόμα, δίνοντας ένα αποτέλεσμα με διάρκεια και πλούτο.",False,True,21,15.8,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/ktima-katsarou-chardonnay.html,2016.0
Μελισσάνθη 2016,False,13.5,,Λευκός,"Ευχάριστο λευκό κρασί για εύκολη, καθημερινή απόλαυση σε ποτήρι ή στο τραπέζι. Η πολύ καλή σχέση ποιότητας-τιμής του είναι ένα ατού που προστίθεται στις αρωματικές και γευστικές αρετές του.",True,False,,9.3,"['Ήπιος', 'Ξηρός', 'Ασύρτικο', 'Αθήρι']",http://www.houseofwine.gr/how/melissanthi.html,2016.0
BiancoNero Sparkling - Ροζέ,False,7.5,95,Ροζέ,"Το ροζέ (ή ροζ!) αφρώδες κρασί της γκάμας, από σταφύλια της ποικιλίας Μοσχάτο Αμβούργου, χαρακτηρίζεται από φρουτώδη αρώματα φράουλας, βατόμουρου και κερασιού που συνδυάζονται με νότες βιολέτας και βανίλιας.Ευχάριστο και παιχνιδιάρικο καταναλώνεται μόνο του ως απεριτίφ, με φρούτα και σοκολατένια γλυκά.",True,False,6,9.5,"['Ημίξηρος', 'Αφρώδης', 'Μοσχάτο Αμβούργου']",http://www.houseofwine.gr/how/bianconero-roze-4265.html,
Τέσσερις Λίμνες Magnum 2015,True,13.5,,Λευκός,Ιδιαίτερο λευκό κρασί με αρώματα και οξύτητα που σαγηνεύουν. Το χαρμάνι των ποικιλιών που το σχηματίζουν αλλά και η ειδική οινοποίηση υπόσχεται εξωτικά γευστικά ταξίδια σε κάθε γουλιά…,False,False,,30.1,"['Chardonnay', 'Ήπιος', 'Gewurztraminer', 'Ξηρός']",http://www.houseofwine.gr/how/tesseris-limnes-magnum.html,2015.0
Κτήμα Χατζημιχάλη - Alfega Chardonnay Βαρέλι 2015,True,14.0,81,Λευκός,"Φωτεινό, ανοιχτοκίτρινο χρώμα. Γενναιόδωρα αρώματα λευκόσαρκων ροδάκινων εναλλάσσονται με τροπικές νότες μάνγκο, ανανά και πεπονιού και συμπληρώνονται από διακριτικές νότες βανίλιας και δρυός. Η γεμάτη, μεστή και πληθωρική του γεύση ισορροπεί μοναδικά με την ανεβασμένη οξύτητα και τον αλκοολικό βαθμό δίνοντας ένα απολαυστικό γευστικό σύνολο με επίγευση που διαρκεί.",False,False,9,12.5,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/ktima-hatzimihali-alfega-chardonnay-vareli.html,2015.0
Πλαγιές Γερακιών - Ερυθρός 2014,True,14.0,94,Ερυθρός,"H Μαυροκουντούρα είναι μια σπάνια Ελληνική ποικιλία με κορυφαία ποιότητα - όπως τη χαρακτήρισε ο πρόεδρος των Masters of Wine της Αμερικής, Joel Butler, και ήταν αυτός που προέτρεψε τον Απόστολο Μούντριχα να ασχοληθεί συστηματικά μαζί της. Ο ταλαντούχος οινοποιός βάλθηκε να τον επιβεβαιώσει και οι ερυθρές Πλαγιές Γερακιών που δημιουργήθηκαν  από αυτή είναι ένα πραγματικά σπάνιο, μεγάλο ελληνικό κρασί από την Εύβοια που έρχεται στο δικό σας ποτήρι  σε πολύ περιορισμένο αριθμό φιαλών",False,False,13,22.4,"['Ήπιος', 'Μαυροκουντούρα', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/plagies-gerakion-erythros-2898.html,2014.0
Reserva Heredad ,True,12.0,,Λευκός,"Πολυβραβευμένο απολαύστικό αφρώδες κρασί με 24μηνη παλαίωση απο τη περιοχή του Penedès στην Ισπανία. Διακριτικά αρώματα και γεύσεις φρούτων, λουλουδιών, ανάλαφρες νότες καπνού χαρίζουν στο κρασί μια εκλεπτυσμένη κομψότητα ιδανική για συνδυασμούς με λευκά μεσογειακά ψάρια και απαλά τυριά.",False,False,,23.2,"['Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/reserva-heredad.html,
Φλογερό 2010,False,13.5,,Ερυθρός,"Βελούδινο ερυθρό κρασί που γοητεύει χωρίς να ""φωνάζει"". Έχει διακριτική μύτη με αρώματα αποξηραμένων σκούρων φρούτων και γλυκών μπαχαρικών, όμορφες τανίνες και ισορροπημένη οξύτητα. Μία εύκολη και ευχάριστη επιλογή για το τραπέζι, αλλά και μακριά από αυτό.",False,True,,16.3,"['Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/flogero.html,2010.0
Σαντορίνη Ασύρτικο Reserve 2014,False,14.0,83,Λευκός,"Καλοφτιαγμένο βαρελάτο λευκό από τη Σαντορίνη. Εκλεκτό Ασύρτικο παλαιωμένο στο δρύινο βαρέλι αλλά και στη φιάλη, παρουσιάζει μια ""σκληραγωγημένη"" τυπικότητα που θα ικανοποιήσει τους φίλους της συγκεκριμένης κατηγορίας.",False,True,7,22.1,"['Ήπιος', 'Ξηρός', 'Ασύρτικο']",http://www.houseofwine.gr/how/santorini-asyrtiko-1214.html,2014.0
Σκούρας - Αγιωργίτικο  2015,True,13.5,81,Ερυθρός,"Ερυθρός, ξηρός οίνος, O.Π.Α.Π. Νεμέα, από την ποικιλία Αηγιωργίτικο. Διαθέτει έντονο βαθυκόκκινο χρώμα, πλούσιο στόμα, βελούδινη γεύση και αρώματα φρούτων, ξηρών καρπών και βανίλιας.",False,False,16,9.5,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/skouras-agiorgitiko.html,2015.0
