name,ageable,alcohol_%,avg_rating_%,color,description,drink_now,keep_2_3_years,n_votes,price,tags,url,year
Deutz Brut Classic - Magnum,False,12.0,,Λευκός,"Φίνα λευκή Σαμπάνια από έναν από τους πλέον ποιοτικούς boutique οίκους που έρχονται στην Ελλάδα. Αναδύει όμορφα αρώματα φρεσκοψημένου μπισκότου στη μύτη, τα οποία γίνονται παιχνιδιάρικα και λεμονάτα στο στόμα, ενώ ο αφρισμός του είναι ευγενικός και μακρύς.",False,True,,114.7,"['Pinot Noir', 'Chardonnay', 'Pinot Meunier', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/deutz-brut-classic-magnum.html,
Viognier Eclectique 2016,False,13.5,84,Λευκός,"Ένα πραγματικά ξεχωριστό βαρελάτο λευκό κρασί που κερδίζει με την αρμονία, το βάθος και την ένταση που δίνει η σωστή οινοποίηση της όμορφης ποικιλίας Viognier. Θα το απολαύσετε από την πρώτη γουλιά και θα μαγευτείτε από την βασανιστικά πικάντικη επίγευσή του…",False,True,13,25.0,"['Ήπιος', 'Ξηρός', 'Viognier']",http://www.houseofwine.gr/how/viognier-eclectique.html,2016.0
Σκέρτσο - Λευκό,False,,,Λευκός,"Αν αναζητάτε ένα παιχνιδιάρικο, ανάλαφρο, αρωματικό και ‘χαλαρό’ λευκό κρασί τότε το Σκέρτσο του Κτήμα Οινογένεσις, που φτιάχνεται από Μοσχάτο Αλεξανδρείας, είναι αυτό ακριβώς που ψάχνετε! Ανήκει και στην κατηγορία των ημίξηρων, με την ζαχαρίτσα να κάνει ‘σκέρτσα’ και να προκαλεί ευχάριστα τον ουρανίσκο.",True,False,,9.0,"['Ήπιος', 'Ημίξηρος']",http://www.houseofwine.gr/how/skertso-leyko.html,
Celeste 2013,False,13.5,84,Ερυθρός,"Βαθυκόκκινο χρώμα βατόμουρου, έντονη και πικάντικη μύτη με αρώματα ώριμων κερασιών και βατόμουρων, με φρουτώδη γεύση, ώριμες τανίνες, πλούσιο σώμα και μακρά επίγευση, το κρασί αυτό του Miguel Torres είναι  μοναδικό όσο και ο νυχτερινός ουρανός της Ribera del Duero.",True,False,10,16.9,"['Ήπιος', 'Tempranillo', 'Ξηρός']",http://www.houseofwine.gr/how/celeste.html,2013.0
Versino Chateauneuf Du Pape Selection Laurence Feraud 2013,True,13.5,,Ερυθρός,"Το Chateuneuf du Pape είναι η πιο σημαντική Ονομασία Προέλευσης του Νότιου Ροδανού, με στιβαρά, πληθωρικά ερυθρά κρασιά στα οποία επιτρέπεται η συμμετοχή 14 διαφορετικών ποικιλιών. Σε αυτό το κρασί η Laurence Féraud, του θρυλικού Domaine Pegau επιλέγει τις τρεις πιο σημαντικές, Grenache Noir, Syrah και Mourvedre, χαρίζοντας μας ένα εξαιρετικό δείγμα της περιοχής, με πολύ καλή σχέση τιμής ποιότητας.",False,False,,35.5,"['Ήπιος', 'Mourverde', 'Ξηρός', 'Grenache Rouge', 'Syrah']",http://www.houseofwine.gr/how/versino-chateauneuf-du-pape-selection-laurence-feraud.html,2013.0
Château Sociando Mallet 2012,False,12.5,,Ερυθρός,"Ένα ιδιαίτερα κομψό και αρωματικό ερυθρό από το Bordeaux με τανίνες που ο χρόνος έχει λειάνει με παραδειγματική μαεστρία. Το παλαιώσαμε για να μην χρειαστεί να περιμένετε, και για να έχετε την ευκαιρία να το απολαύσετε άμεσα, στα καλύτερά του.",True,False,,40.9,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot', 'Cabernet Franc']",http://www.houseofwine.gr/how/chateau-siciando-mallet.html,2012.0
Mova 2013,True,14.0,,Ερυθρός,Το  Cabernet Sauvignon συναντά το το Αγιωργίτικο σε αυτή την ετικέτα του Χρήστου Κόκκαλη και δίνει ένα κρασί λιγότερο επιθέτικο και πιο έτοιμο από τη Τριλογία τη ναυαρχίδα του κτήματος,False,False,,18.3,"['Cabernet Sauvignon', 'Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/mova.html,2013.0
Μυλοπόταμος - Ερυθρός 2013,False,13.0,85,Ερυθρός,"Βιολογικής καλλιέργειας, μεγάλης παράδοσης αμπελώνες, από ένα Άγιο τόπο, απαράμιλλης φυσικής ομορφιάς. Οι αφοσιωμένοι στο Θεό και την αμπελουργία, μοναχοί του Μυλοπόταμου, δημιουργούν ένα ξηρό ερυθρό κρασί που συνδυάζει την παραδοσιακή αγιορείτικη οινοποίηση, με σύγχρονες πρακτικές και το οποίο στέκεται με αξιώσεις τόσο στην Ελληνική όσο και στη διεθνή αγορά.",False,False,8,11.6,"['Ξηρός', 'Ήπιος']",http://www.houseofwine.gr/how/mylopotamos-erythros.html,2013.0
The Goatfather 2012,False,14.5,86,Ερυθρός,"Ένα ιδιαίτερα ευχάριστο και φιλικό ερυθρό κρασί, το ακριβές χαρμάνι του οποίου παραμένει μυστικό, και μόνο κάποιες από τις πληροφορίες δημοσιοποιούνται και σας τις μεταφέρουμε. Πεντακάθαρη μύτη κόκκινων φρούτων, όμορφο σώμα και σφιχτές τανίνες, συμπληρώνουν ένα πολύ αξιόλογο οινικό ""πακέτο"". Η καταπληκτική σχέση ποιότητας-τιμής του το κάνει ακόμα πιο ελκυστικό.",False,True,9,15.5,"['Cabernet Sauvignon', 'Ήπιος', 'Sangiovese', 'Ξηρός', 'Barbera']",http://www.houseofwine.gr/how/the-goatfather.html,2012.0
Lacryma Cristi Bianco  2014,False,,,Λευκός,Όμορφο αρωματικό καθημερινό λευκό που ταιριάζει με πολλά πιάτα αλλά πίνεται ευχάριστα και ως απεριτίφ.,False,False,,13.3,"['Ξηρός', 'Ήπιος']",http://www.houseofwine.gr/how/lacryma-cristi-bianco.html,2014.0
Ayala Majeur Brut ,False,12.0,,Λευκός,Εκλεκτή ξηρή σαμπάνια με δυνατό αφρισμό που διαρκεί και δροσίζει. Θα ενθουσιάσει εκείνους που προτιμούν τις έντονες σαμπάνιες και ξέρουν να τις εκτιμήσουν στο τραπέζι ή και μακριά από αυτό.,False,True,,48.5,"['Pinot Noir', 'Chardonnay', 'Pinot Meunier', 'Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/ayala-brut-majeur.html,
Χόρταις 2007,True,15.0,95,Ερυθρός,"Πλούσιο ερυθρό γλυκό κρασί που ακολουθεί μία εναλλακτική προσέγγιση στη γνωστή Μαυροδάφνη. Εξελιγμένα αρώματα ώριμων μαύρων φρούτων και ξερής σταφίδας, μαζί με έναν όμορφο συνδυασμό τανινών και οξύτητας, μας κάνουν μία ωραία οινική πρόταση για την ώρα του γλυκού.",False,False,8,31.8,"['Μαυροδάφνη', 'Ήπιος', 'Γλυκός']",http://www.houseofwine.gr/how/hortais-2818.html,2007.0
Leggenda Moscato d'Asti  2016,False,5.5,92,Λευκός,"Είναι δύσκολο να μη το ""ερωτευθεις"" αφού σφύζει από αρώματα ροδάκινου, βερίκοκου τροπικών φρούτων και λουλουδιών στη μύτη, ενώ στο στόμα συνδυάζει μια υπέροχη γλύκα, με ελαφρύ χαρακτήρα και δροσιστικές φυσαλίδες. Ένα καλοφτιαγμένο Moscato d' Asti, από τη γειτονική Ιταλία με εξαιρετική σχέση ποιότητας-τιμής που σίγουρα θα σας ξετρελάνει.",True,False,9,9.7,"['Moscato', 'Ημίγλυκος', 'Αφρώδης']",http://www.houseofwine.gr/how/leggenda-moscato-d-asti.html,2016.0
Μοσχάτος Ρίου Πατρών 2013,True,13.0,100,Λευκός,"Εντυπωσιακό γλυκό κρασί, από τα κορυφαία της αγοράς. Η πρώτη ""έκρηξη"" των τυπικών αρωμάτων του Μοσχάτου σε μύτη και στόμα, ακολουθείται από τη γλυκιά, μεστή του γεύση που αντισταθμίζεται από τέλεια οξύτητα.",False,False,9,15.9,"['Ήπιος', 'Γλυκός', 'Μοσχάτο Ρίου']",http://www.houseofwine.gr/how/moshatos-riou-patron.html,2013.0
Château Rauzan Segla 2007,True,13.0,,Ερυθρός,"Ένα κλασάτο ερυθρό από το Bordeaux, και συγκεκριμένα από την φημισμένη κοινότητα του Margaux. Είναι κρασί με ένταση και βάθος, που σαγηνεύει με τον αρωματικό και γευστικό του πλούτο, χωρίς όμως να χάνει στιγμή την ισορροπία και τη φινέτσα του.",False,False,,89.3,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot', 'Cabernet Franc']",http://www.houseofwine.gr/how/chateau-rauzan-segla.html,2007.0
Σεμέλη Νεμέα Reserve 2014,True,13.0,76,Ερυθρός,"Όμορφο ερυθρό κρασί από τη Νεμέα, που ξεδιπλώνει γενναιόδωρα τον αρωματικό του χαρακτήρα και την πλούσια δομή του. Πικάντικο, πληθωρικό και σωστά τανικό, προορίζεται για αξέχαστα κρεατοφαγικά γεύματα.",False,False,19,11.1,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/semeli-nemea-reserve.html,2014.0
Domaine Costa Lazaridi Semillon 2016,False,12.0,,Λευκός,"Βαρελάτο λευκό που κτίζει πάνω στο ιδιαίτερο Semillon για να δώσει ένα κρασί για πολύ εκλεκτικούς ουρανίσκους. Ζεστά αρώματα που παραπέμπουν σε μέλι, καβουρντισμένους ξηρούς καρπούς και βανίλια, υποστηρίζονται από δροσιστική οξύτητα και ισορροπημένη δομή στο στόμα.",False,True,,15.1,"['Ήπιος', 'Semillon', 'Ξηρός']",http://www.houseofwine.gr/how/chateau-julia-semillon.html,2016.0
Umbala 2016,False,14.0,87,Ερυθρός,"Αυτό το ελκυστικό φρουτώδες κρασί προέρχεται από τρεις εξαιρετικές ποικιλίες, Cabernet Sauvignon, Shiraz και Pnotage από την περιοχή των West Cape στη Νότια Αφρική. Παλαιωμένο σε βαρέλια βελανιδιάς, είναι ένα κρασί με έντονη δομή και πολυπλοκότητα, με μαλακές τανίνες και φρουτώδες, γεμάτο σώμα. Ταιριάζει εξαιρετικά με κόκκινα ψητά κρέατα. Ιδανική θερμοκρασία σερβιρίσματος 16-18 oC.",False,False,13,6.3,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Pinotage', 'Syrah']",http://www.houseofwine.gr/how/umbala.html,2016.0
Σαντορίνη Cuvee 15 2016,False,5.0,,Λευκός,"Ο Χαρίδημος Χατζηδάκης επεμβαίνει στον ελάχιστο δυνατό βαθμό, σε αυτό το κρασί πολύ μικρής παραγωγής, προσπαθώντας να αποτυπώσει όσο γίνεται πιο ξεκάθαρα αυτό που η γη της Σαντορίνης μπορεί να δώσει. Σταφύλια βιολογικής καλλιέργειας, ιθαγενείς ζύμες, φιλοσοφία ελάχιστης παρέμβασης στο οινοποιείο και μια θαυμάσια έκφραση της μοναδικότητας του terroir του νησιού.",True,False,,28.7,"['Ήπιος', 'Ξηρός', 'Ασύρτικο', '14']",http://www.houseofwine.gr/how/santorini-cuvee-15.html,2016.0
Κτήμα Γεροβασιλείου - Viognier 2016,False,13.5,86,Λευκός,"Ιδιαίτερο λευκό κρασί για όσους ψάχνουν κάτι διαφορετικό. Πλούσιο, αρωματικό σε πολλά επίπεδα, με όμορφη οξύτητα και πολύ καλή επίγευση.",True,False,21,18.1,"['Ήπιος', 'Ξηρός', 'Viognier']",http://www.houseofwine.gr/how/ktima-gerovasileiou-viognier.html,2016.0
Alba Vissa 2013,False,,,Λευκός,"Από τις πιο ενδιαφέρουσες εκφράσεις Ασύρτικου εκτός Σαντορίνης, η Alba Vissa αποτελεί ένα 100% Ασύρτικο βιολογικής καλλιέργειας, το οποίο κυκλοφορεί στην αγορά μετά από πολύ μακρά παλαίωση πάνω στις οινολάσπες, χωρίς όμως πέρασμα από βαρέλι. Ένας εντυπωσιακός συνδυασμός συμπύκνωσης φρούτου και ορυκτότητας στη μύτη με ισορροπία ανάμεσα στο υψηλότατο αλκοόλ και την οξύτητα στο στόμα.",False,True,,14.9,"['Ήπιος', 'Ξηρός', 'Ασύρτικο']",http://www.houseofwine.gr/how/alba-vissa.html,2013.0
Κόκκινο Φιλί 2016,False,13.0,80,Ερυθρός,"Χρώμα κόκκινο ρουμπινί, αρώματα φρούτων του δάσους με κυρίαρχα αυτών της φράουλας και του βατόμουρου, καλές τανίνες, γεμάτο σώμα, γεύσεις αποξηραμένων φρούτων και μπαχαρικών, με πιπεράτη πολύ καλή επίγευση.",True,False,7,9.6,"['Ήπιος', 'Ημίξηρος', 'Merlot', 'Grenache Rouge', 'Syrah']",http://www.houseofwine.gr/how/kokkino-fili.html,2016.0
Serge Dagueneau - Pouilly Fume 2016,False,12.5,91,Λευκός,"Ένα όμορφα τυπικό Pouilly Fume από έναν μαιτρ του συγκεκριμένου είδους. Αρώματα του ιδιαίτερου terroir του Pouilly Fume, τέλεια οξύτητα και μεγάλη διάρκεια δίνουν ένα λευκό κρασί που προκαλεί αίσθηση τόσο σε αρχάριους, όσο και σε γνώστες.",False,True,9,18.8,"['Ήπιος', 'Sauvignon Blanc', 'Ξηρός']",http://www.houseofwine.gr/how/serge-dagueneau-pouilly-fume.html,2016.0
Μονοπάτι 2015,True,14.0,83,Ερυθρός,"Αν ψάχνετε για ένα αντιπροσωπευτικό παράδειγμα Premium κρασιού από την ζώνη ΟΠΑΠ της Νεμέας, μόλις το βρήκατε. Πλούσιο, γεμάτο και δυνατό, με σφιχτές τανίνες και μεγάλη δυναμική παλαίωσης, το Μονοπάτι Αϊβαλή καταδεικνύει τις δυνατότητες του Αγιωργίτικου της Νεμέας όταν οινοποιείται σωστά.",False,False,15,22.3,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/monopati-aivalis.html,2015.0
Θαλασσίτης Βαρέλι 2016,False,13.5,86,Λευκός,"Ο Θαλασσίτης Βαρέλι ταξιδεύει το αγαπημένο Ασύρτικο της Σαντορίνης σε ένα άλλο επίπεδο. Ο λεμονάτος, μεταλλικός αρωματικός χαρακτήρας της ποικιλίας και η κοφτερή της οξύτητα ""ντύνονται"" με τον πικάντικο αρωματικό μανδύα του δρύινου βαρελιού και αναζητούν ψαροφαγικούς μεζέδες ψημένους στα κάρβουνα για να κάνουν την τέλεια παρέα…",False,True,21,24.3,"['Ήπιος', 'Ξηρός', 'Ασύρτικο']",http://www.houseofwine.gr/how/thalassitis-palaiomenos.html,2016.0
Montes Cherub 2015,False,,,Ροζέ,"Όμορφο Χιλιανό ροζέ από Syrah που κερδίζει από την πρώτη γουλιά. Ζωντανό και ευχάριστο, με γλυκά αρώματα φρέσκων φρούτων, δροσιστική οξύτητα και κάποια υποψία τανινών, είναι ροζέ ποτηριού, τυριού, μεζέ, αλλά και καλοκαιρινής κρεατοφαγίας.",False,False,,12.6,"['Ξηρός', 'Ήπιος', 'Syrah']",http://www.houseofwine.gr/how/montes-cherub.html,2015.0
Château Nico Lazaridi - Ερυθρός 2014,True,13.5,80,Ερυθρός,"Ο Νίκος Λαζαρίδης ξέρει να αποδίδει ""στα Ελληνικά"" την Μπορντωλέζικη προσέγγιση στο ερυθρό κρασί όσο λίγοι. Το κόκκινο Chateau Nico Lazaridi είναι ένα κρασί με βάθος και κομψότητα, αλλά και σωστή τανική δομή που του επιτρέπει να στέκεται δίπλα σε εκλεκτά κρεατο-κεντρικά πιάτα με μεγάλη ευκολία.",False,False,8,13.2,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/chateau-nico-lazaridi-erythros.html,2014.0
Το Μαύρο Πρόβατο - Λευκός 2016,False,12.5,81,Λευκός,"Ένα ευχάριστο, πληρωθικό λευκό κρασί από τις  ποικιλίες Sauvignon Blanc και Semillon. Το αποτέλεσμα είναι ένα κρασί με ισορροπημένη γεύση και αρώματα εσπεριδοειδών.",False,True,8,10.8,"['Ήπιος', 'Sauvignon Blanc', 'Semillon', 'Ξηρός']",http://www.houseofwine.gr/how/to-mayro-provato-leykos.html,2016.0
Adobe Carmenere 2015,False,14.5,,Ερυθρός,"Όμορφο και φιλικό ερυθρό κρασί από την ποικιλία Carmenere, σήμα κατατεθέν της Χιλής. Πικάντικο και ευγενικό στη μύτη και στο στόμα, με τυπικά αρώματα που θυμίζουν φρεσκο-αλεσμένο καφέ, όμορφες τανίνες και καλή διάρκεια, είναι ένα κρασί φαγητού με πολλές δυνατότητες. Ατού του και η πολύ καλή σχέση ποιότητας-τιμής που παρουσιάζει.",False,True,,14.4,"['Ήπιος', 'Ξηρός', 'Carmenere']",http://www.houseofwine.gr/how/adobe-carmenere.html,2015.0
Salmos Priorat  2013,True,14.5,,Ερυθρός,"Γεμάτο και πλούσιο ερυθρό κρασί, με στιβαρή τανική δομή και μεγάλη διάρκεια. Το Salmos τιμά την καταγωγή του, το άγονο και αφιλόξενο Priorat, που ειδικεύεται στα εντυπωσιακά δυνατά ερυθρά κρασιά. Στην τιμή που προσφέρεται, είναι πραγματικά ασυναγώνιστο.",False,False,,30.6,"['Ήπιος', 'Ξηρός', 'Carinena', 'Garnacha Tinta', 'Syrah']",http://www.houseofwine.gr/how/priorat-salmos.html,2013.0
Μαύρο εις τον Κύβο 2014,True,13.0,84,Ερυθρός,"Ένα ιδιαίτερο ερυθρό κρασί, που προκύπτει από ένα πολύ πρωτότυπο χαρμάνι. Είναι στιβαρό, πληθωρικό και γεμάτο, με ""μελάτα"" φρουτώδη αρώματα και πλούσια τανική δομή. Προτείνεται ανεπιφύλακτα στους φίλους των καλών Ελληνικών ερυθρών κρασιών.",False,False,9,13.8,"['Μαυροδάφνη', 'Ήπιος', 'Αγιωργίτικο', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/mayro-eis-ton-kyvo.html,2014.0
Chablis Premier Cru Vaillons 2015,True,13.0,,Λευκός,"Ένα μεγάλο λευκό κρασί από το Chablis, και συγκεκριμένα από το κορυφαίο αμπελοτόπι του. Ευγενικά λεμονάτα αρώματα, έκδηλη μεταλλικότητα και αξεπέραστη οξύτητα θα ενθουσιάσουν τους φίλους του καλού Chablis.",False,False,,34.9,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/chablis-premier-cru-vaillons.html,2015.0
Oremus Tokaji Aszú 5 Puttonyos 2007,True,13.0,,Λευκός,"Ένα γλυκό κρασί για γαλαζοαίματους, αν σκεφτεί κανείς ότι ανάμεσα στους ενδοξότερους φίλους του διαχρονικά συγκαταλέγονται η Αυτοκράτειρα Σίσσυ της Αυστρίας, οι Τσαρίνες Αικατερίνη και Ελισάβετ της Ρωσίας, και πολλοί άλλοι. Πληθωρικό και γεμάτο, με μαρμελαδένια αρώματα φρούτων στη μύτη και το στόμα, αλλά και όμορφη οξύτητα που του δίνει χαρακτηριστική φρεσκάδα και νεύρο, θα αποτελέσει τον πιο εκλεκτό επίλογο στο πιο ξεχωριστό σας γεύμα.",False,False,,57.5,"['Ήπιος', 'Γλυκός']",http://www.houseofwine.gr/how/oremus-tokaji-aszu-5-puttonyos.html,2007.0
Casanuova di Nittardi Chianti Classico Riserva 2011,True,,,Ερυθρός,"Ένα Chianti κορυφαίας ποιότητας. Η λέξη Riserva στην ετικέτα σημαίνει παρατεταμένο χρόνο ωρίμασης σε βαρέλι. Ωστόσο για να αντέξει πάνω από δυο χρόνια σε γαλλικά δρύινα βαρέλια σημαίνει ότι το φρούτο που επιλέγεται είναι κορυφαίας ποιότητας και το συγκεκριμένο κρασί φτιάχνεται μόνο συγκεκριμένες χρονιές. Ένα κρασί με μεγάλο βάθος αρωμάτων, ένταση και πολυπλοκότητα που εξελίσσεται άριστα στο χρόνο.",False,False,,51.6,"['Ήπιος', 'Chianti', 'Ξηρός']",http://www.houseofwine.gr/how/casanuova-di-nittardi-chianti-classico-riserva.html,2011.0
Vermouth Del Professore,False,18.0,89,,"Το Vermouth Del Professore γεννήθηκε απο το πάθος των παιδιών του Jerry Thomas Speakeasy, του ""Gourmet Federico"" και του ιστορικού παραγωγού Carlo Quaglia.Ενα παραδοσιακά χειροποίητο προϊόν εμπνευσμένο απο μια αρχαία συνταγή του Piemonte.Αρωματικό λευκό κρασί, καθαρή ζάχαρη και μια επιλεκτική επιλογή βοτάνων και μπαχαρικών. Μεταξύ αυτών, μέντα απο τις Άλπεις, αψέντι, γεντιανή, γαρύφαλλο.",False,False,8,23.0,[],http://www.houseofwine.gr/how/vermouth-del-professore.html,
Nico Lazaridi Ευ - Merlot & Grenache Rouge 2015,False,13.0,77,Ερυθρός,"Ένα κομψό ερυθρό κρασί με πιστό κοινό (αποτελούμενο σε μεγάλο βαθμό από γυναίκες οινόφιλους). Ξεχωρίζει για τη φρέσκια και ευχάριστη μύτη του, καθώς και για τη βελούδινη αίσθηση που έχει στο στόμα.",False,True,7,11.7,"['Ήπιος', 'Ξηρός', 'Merlot', 'Grenache Rouge']",http://www.houseofwine.gr/how/merlot-nico-lazaridi.html,2015.0
Chateau Σεμέλη 2008,True,13.0,60,Ερυθρός,"Το Cabernet Sauvignon φοράει τα καλά του και μας προσκαλεί σε μία όμορφη γευστική εμπειρία. Βελούδινο και κομψό, αλλά με τανίνες που δεν… αστειεύονται, είναι ένα ερυθρό κρασί διεθνούς κλάσεως.",False,False,7,22.5,"['Cabernet Sauvignon', 'Ήπιος', 'Ξηρός', 'Merlot']",http://www.houseofwine.gr/how/chateau-semeli.html,2008.0
Διαμαντάκος - Νάουσα 2013,True,13.2,75,Ερυθρός,"Απολαυστικό Ξινόμαυρο νέας κοπής από ένα μικρό παραγωγό της Νάουσας. Εδώ ο ρουστίκ χαρακτήρας δίνει τη θέση του σε μοντέρνο στυλ οινοποίησης, με αρώματα κερασιού και υψηλά επίπεδα τανινών που ωστόσο δεν έχουν τον κλασικά επιθετικό χαρακτήρα της ποικιλίας. Μια εξαιρετική προσέγγιση της Νάουσας που σας προτείνουμε ανεπιφύλακτα.",False,False,16,14.5,"['Ήπιος', 'Ξηρός', 'Ξινόμαυρο']",http://www.houseofwine.gr/how/diamantakos-naousa.html,2013.0
Chateau Petrus 2011,True,13.5,,Ερυθρός,"Το μυθικό Château Petrus σε μία από τις πιο δυνατές χρονιές των τελευταίων δεκαετιών. Η αποθέωση του Merlot μας δίνει ένα κρασί ολοκληρωμένο από κάθε άποψη, εκφραστικό στη μύτη και μεταξένιο στο στόμα. Από τις περιπτώσεις που η απόλυτη οινική απόλαυση και η υπέρτατη οινική επένδυση χωρίζονται από μία τόσο λεπτή γραμμή...",False,False,,2046.2,"['Ήπιος', 'Ξηρός', 'Merlot', 'Cabernet Franc']",http://www.houseofwine.gr/how/chateau-petrus-3950.html,2011.0
Whispering Angel - Rose Double Magnum 2014,False,,,Ροζέ,"Μη σας ξεγελάει το αγγλικό του όνομα, που επιλέχτηκε για λόγους καθαρά εμπορικούς. To Whispering Angel είναι ένα καθαρόαιμο ροζέ από την Προβηγγία, κι αυτό αποδεικνύεται τόσο από την ποικιλιακή του σύνθεση, όσο και από το γενικότερο προφίλ του. Είναι φρέσκο και ζωντανό, με όμορφο αρωματικό χαρακτήρα που παραπέμπει σε φράουλες και αγριολούλουδα, με δυνατή οξύτητα που ξεδιψάει και φρεσκάρει. Ένα κρασί για όλες τις ώρες, που θα στολίσει το τραπέζι σας και θα ταιριάξει τέλεια με κάθε όμορφο πιάτο που θα σερβίρετε δίπλα του.",True,False,,118.6,"['Ήπιος', 'Mourverde', 'Ξηρός', 'Grenache', 'Syrah']",http://www.houseofwine.gr/how/whispering-angel-rose-double-magnum.html,2014.0
Puligny Montrachet Premier Cru Clos du Cailleret 2013,True,13.5,,Λευκός,"Ένα από τα διαμαντάκια του Domaine Jean Chatron, που εκτός από την κατάταξη Premier Cru είναι και monopole, δηλαδή κανένας άλλος παραγωγός δεν έχει γη σε αυτό τον αμπελώνα. Τα παλαιότερα κλήματα έχουν φυτευτεί το 1944, μάλλον από γυναίκες, αφού οι άντρες ήταν στον πόλεμο. Ένα υπέροχο κρασί που, αν το δοκιμάσετε, θα αναρωτηθείτε γιατί δεν είναι Grand Cru. Παλαιώστε για 15 χρόνια από τον τρύγο τουλάχιστον.",False,False,,83.9,"['Chardonnay', 'Ήπιος', 'Ξηρός']",http://www.houseofwine.gr/how/puligny-montrachet-premier-cru-clos-du-cailleret.html,2013.0
Private Selection - Chardonnay 2014,False,5.0,,Λευκός,"Ένα θεσπέσιο Chardonnay από την Central Coast. Κρασί από σταφύλια που απολαμβάνουν μια παρατεταμένη περίοδο ωρίμανσης στο αμπέλι, με αποτέλεσμα οι καρποί να διακρίνονται από πλούσια και εντωπωσιακά αρώματα.Είναι ένα κρασί με τέλειο φινίρισμα που απολαμβάνεται είτε σκέτο ή με συνοδεία φαγητού.",False,False,,19.9,"['Chardonnay', 'Ήπιος', '13', 'Ξηρός']",http://www.houseofwine.gr/how/rovert-mondavi-private-selection-chardonnay.html,2014.0
Κτήμα Γαίας - Ερυθρός 2014,True,14.0,89,Ερυθρός,"Εντυπωσιακό βαθυκόκκινο κρασί με μεγάλη και περίτεχνη αρωματική ένταση, δυνατές τανίνες, σωστή οξύτητα και μακρά επίγευση. Το Κτήμα Γαίας είναι η πιο τρανή απόδειξη της πολυδυναμικότητας του Αγιωργίτικου της Νεμέας.",False,False,16,24.9,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός']",http://www.houseofwine.gr/how/ktima-gaias.html,2014.0
Chateau Beychevelle 2012,True,13.0,,Ερυθρός,"Ένα εκλεκτό ερυθρό κρασί από το St. Julien του Bordeaux. Κομψό και ευχάριστο σε μύτη και στόμα, με ώριμα ποικιλιακά αρώματα φρούτων και μπαχαρικών και καλοδουλεμένες τανίνες, αποτελεί μία εκλεκτή οινική πρόταση για τους φίλους των μεγάλων παλαιοκοσμίτικων ερυθρών.",False,False,,124.2,"['Cabernet Sauvignon', 'Ήπιος', 'Petit Verdot', 'Ξηρός', 'Merlot', 'Cabernet Franc']",http://www.houseofwine.gr/how/chateau-beychevelle-2483.html,2012.0
Asti Martini (0.2lt),False,7.5,,Λευκός,"To Asti Martini είναι ένας φρουτώδης αφρώδης οίνος με ξανθο, λαμπερό χρώμα, ευκολόπιοτος που θα σας γοητεύσει.",False,False,,4.1,"['Moscato', 'Αφρώδης', 'Γλυκός']",http://www.houseofwine.gr/how/asti-martini-0-2lt.html,
"Reserva Heredad 1,5Lt",True,12.0,,Λευκός,"Πολυβραβευμένο απολαύστικό αφρώδες κρασί με 24μηνη παλαίωση απο τη περιοχή του Penedès στην Ισπανία. Διακριτικά αρώματα και γεύσεις φρούτων, λουλουδιών, ανάλαφρες νότες καπνού χαρίζουν στο κρασί μια εκλεπτυσμένη κομψότητα ιδανική για συνδυασμούς με λευκά μεσογειακά ψάρια και απαλά τυριά.",False,False,,49.6,"['Ξηρός', 'Αφρώδης']",http://www.houseofwine.gr/how/reserva-heredad-1-5lt.html,
THEMA - Ερυθρός 2014,True,14.0,84,Ερυθρός,"Δυνατό ερυθρό κρασί, που βασίζεται σε ένα εύστοχο πάντρεμα: αυτό του Syrah, που διακρίνεται για την πικάντικη ισχύ του, με το Αγιωργίτικο, που χαρίζει βελούδινη… τσαχπινιά. Αξίζει να δοκιμάσετε το αποτέλεσμα…",False,False,14,15.5,"['Ήπιος', 'Αγιωργίτικο', 'Ξηρός', 'Syrah']",http://www.houseofwine.gr/how/thema-paylidi.html,2014.0
