Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,310.356445,310.679321,307.986847,307.986847,307.986847,2455400
2010-01-04,311.44931,312.721039,310.103088,311.34997599999997,311.34997599999997,3937800
2010-01-05,311.56356800000003,311.891449,308.76181,309.978882,309.978882,6048500
2010-01-06,310.90783700000003,310.90783700000003,301.220856,302.164703,302.164703,8009000
2010-01-07,302.731018,303.029083,294.41015600000003,295.13046299999996,295.13046299999996,12912000
2010-01-08,294.08725,299.675903,292.651581,299.06487999999996,299.06487999999996,9509900
2010-01-11,300.276978,300.276978,295.10064700000004,298.612823,298.612823,14519600
2010-01-12,296.893982,297.147339,292.10015899999996,293.332153,293.332153,9769600
2010-01-13,286.38235499999996,292.28893999999997,285.095734,291.648102,291.648102,13077600
2010-01-14,290.063416,295.18014500000004,289.52194199999997,293.019196,293.019196,8535300
2010-01-15,294.75293,294.862213,287.15234399999997,288.12600699999996,288.12600699999996,10939600
2010-01-19,288.72213700000003,293.30233799999996,286.28302,291.911407,291.911407,8689500
2010-01-20,291.09671000000003,291.09671000000003,285.786224,288.329681,288.329681,6543600
2010-01-21,289.8349,291.513977,284.276062,289.606384,289.606384,12697400
2010-01-22,280.426086,283.45639,265.70187400000003,273.22790499999996,273.22790499999996,13689200
2010-01-25,271.528961,273.16333,266.02477999999996,268.25524900000005,268.25524900000005,8897200
2010-01-26,267.246826,273.024231,266.412231,269.457428,269.457428,8767600
2010-01-27,268.886169,272.055542,265.925415,269.29846200000003,269.29846200000003,7980200
2010-01-28,270.485748,271.732635,263.585632,265.418701,265.418701,6500100
2010-01-29,267.505127,268.74707,261.10675,263.257751,263.257751,8334700
2010-02-01,265.572693,266.173798,263.436584,264.787811,264.787811,4530800
2010-02-02,265.751556,265.751556,262.100281,263.843964,263.843964,8245600
2010-02-03,262.626862,269.29846200000003,262.408295,268.662598,268.662598,6037000
2010-02-04,266.764954,267.26171899999997,261.081909,261.687958,261.687958,6799200
2010-02-05,262.49273700000003,265.026245,259.54193100000003,263.928406,263.928406,6353000
2010-02-08,264.52948,269.24881,264.047638,265.011353,265.011353,5423500
2010-02-09,268.02673300000004,269.01532000000003,265.80618300000003,266.48675499999996,266.48675499999996,5675700
2010-02-10,265.309418,267.15741,262.14004500000004,265.498199,265.498199,5383700
2010-02-11,264.936829,268.498688,263.03918500000003,266.466888,266.466888,4851300
2010-02-12,264.76297,266.839478,263.53595,264.837494,264.837494,4589000
2010-02-16,266.700378,270.306915,265.423676,268.901062,268.901062,7356200
2010-02-17,269.24881,269.944275,267.067993,267.366028,267.366028,4085700
2010-02-18,267.03320299999996,270.74408,266.337738,269.85485800000004,269.85485800000004,4704100
2010-02-19,268.518555,270.257233,268.106232,268.632813,268.632813,5139400
2010-02-22,271.906525,271.981018,268.75201400000003,269.64621,269.64621,4316900
2010-02-23,269.745575,270.058533,264.425171,265.80618300000003,265.80618300000003,5782400
2010-02-24,265.264709,267.480286,263.540924,264.017822,264.017822,4683300
2010-02-25,261.856873,262.537445,258.319885,261.51409900000004,261.51409900000004,6661300
2010-02-26,262.00588999999997,264.156921,260.048645,261.697906,261.697906,4125100
2010-03-01,262.890167,264.92193599999996,262.164856,264.623871,264.623871,4504800
2010-03-02,266.009857,271.066956,265.776367,268.78182999999996,268.78182999999996,8770200
2010-03-03,269.427643,272.28903199999996,267.88268999999997,270.898071,270.898071,6218800
2010-03-04,271.48425299999997,276.268127,271.335236,275.503113,275.503113,6408800
2010-03-05,278.861267,282.000854,278.140961,280.28204300000004,280.28204300000004,7875300
2010-03-08,280.565186,280.763916,278.692383,279.422638,279.422638,4803800
2010-03-09,278.11611899999997,280.505585,276.451935,278.285034,278.285034,6394400
2010-03-10,280.058502,287.380859,279.288483,286.362488,286.362488,11383300
2010-03-11,285.274567,291.21096800000004,285.24475099999995,288.69232200000005,288.69232200000005,8521500
2010-03-12,292.169708,292.239258,287.70874,287.897491,287.897491,5542600
2010-03-15,281.509064,282.88510099999996,276.203552,279.770355,279.770355,9368300
2010-03-16,279.099731,282.373444,278.568176,280.77383399999997,280.77383399999997,6907500
2010-03-17,282.313812,283.878632,280.30191,280.952667,280.952667,6686300
2010-03-18,280.5354,282.38336200000003,279.66107200000005,281.369965,281.369965,3577400
2010-03-19,278.190643,282.164795,276.83941699999997,278.190643,278.190643,9650600
2010-03-22,276.25820899999997,281.593506,275.34912099999997,276.94872999999995,276.94872999999995,8061700
2010-03-23,276.720215,277.35110499999996,269.24881,272.72616600000003,272.72616600000003,11074100
